Date,Security,Price,Price_Currency
2022-07-28,7203.T,1889.7081298828125,JPY
2022-07-28,AAPL,154.39559936523438,USD
2022-07-28,ASML.AS,526.9950561523438,EUR
2022-07-28,BNP.PA,35.57343292236328,EUR
2022-07-28,MSFT,268.01507568359375,USD
2022-07-28,SHELL.AS,21.54815673828125,EUR
2022-07-29,7203.T,1900.3792724609375,JPY
2022-07-29,AAPL,159.45870971679688,USD
2022-07-29,ASML.AS,536.657470703125,EUR
2022-07-29,BNP.PA,36.60800552368164,EUR
2022-07-29,MSFT,272.2135925292969,USD
2022-07-29,SHELL.AS,22.07102394104004,EUR
2022-08-01,7203.T,1967.0750732421875,JPY
2022-08-01,AAPL,158.47750854492188,USD
2022-08-01,ASML.AS,545.9335327148438,EUR
2022-08-01,BNP.PA,36.4965934753418,EUR
2022-08-01,MSFT,269.5665283203125,USD
2022-08-01,SHELL.AS,21.692686080932617,EUR
2022-08-02,7203.T,1915.941650390625,JPY
2022-08-02,AAPL,157.0056610107422,USD
2022-08-02,ASML.AS,534.0486450195312,EUR
2022-08-02,BNP.PA,36.926334381103516,EUR
2022-08-02,MSFT,266.4733581542969,USD
2022-08-02,SHELL.AS,22.049768447875977,EUR
2022-08-03,7203.T,1917.275390625,JPY
2022-08-03,AAPL,163.01077270507812,USD
2022-08-03,ASML.AS,551.3445434570312,EUR
2022-08-03,BNP.PA,37.61074447631836,EUR
2022-08-03,MSFT,273.8910827636719,USD
2022-08-03,SHELL.AS,22.049768447875977,EUR
2022-08-04,7203.T,1859.9173583984375,JPY
2022-08-04,AAPL,162.69676208496094,USD
2022-08-04,ASML.AS,558.0955810546875,EUR
2022-08-04,BNP.PA,38.462284088134766,EUR
2022-08-04,MSFT,275.03515625,USD
2022-08-04,SHELL.AS,21.526897430419922,EUR
2022-08-05,7203.T,1887.9295654296875,JPY
2022-08-05,AAPL,162.47076416015625,USD
2022-08-05,ASML.AS,541.8233642578125,EUR
2022-08-05,BNP.PA,38.8681526184082,EUR
2022-08-05,MSFT,274.3177185058594,USD
2022-08-05,SHELL.AS,21.696937561035156,EUR
